# source, target, weight, time
1736,1001,1,1137289140
1736,2293,-1,1137195660
1736,1064,1,1137195960
1736,2287,1,1137297060
1736,2360,-1,1137195240
1736,1830,1,1138041360
1736,1266,1,1138495020
1736,962,1,1138495140
1736,2395,-1,1139116800
1736,2526,-1,1139191800
1736,1924,1,1139186400
1736,1106,1,1141257600
1736,2711,-1,1141620660
1736,2490,-1,1143066420
1736,698,1,1143066540
1736,2381,1,1144009260
1736,1493,1,1145460660
1736,3457,1,1148824080
1736,2666,-1,1149279840
1736,2397,1,1151547960
1736,3630,1,1151547540
1736,2864,-1,1151951520
1736,3861,1,1154290140
1736,3248,1,1155775860
1736,3598,1,1158605940
1736,4525,-1,1163878680
1736,4573,1,1164590940
1736,4905,-1,1169244780
1736,5112,-1,1172364900
1737,1730,1,1131224220
1737,373,1,1131224220
1737,1790,1,1131224220
1737,1796,1,1131224220
1737,1805,1,1131224220
1738,1405,1,1130517840
1739,1405,1,1130570160
1740,1405,1,1130958780
1740,1928,1,1133144580
1740,1793,1,1133581320
1740,762,1,1133925840
1740,1272,1,1134955140
1740,2140,1,1135740360
1740,2144,1,1135482900
1740,863,1,1135482060
1740,948,1,1135482180
1740,1184,-1,1135739220
1740,1795,1,1138883580
1740,2423,1,1137861420
1740,1256,1,1138283640
1740,2556,1,1139526660
1740,369,1,1139526420
1740,1106,1,1140918720
1740,1201,1,1141355160
1740,270,-1,1141953660
1740,2819,1,1142483520
1740,2838,1,1142483340
1740,1420,1,1142901360
1740,2970,1,1143699780
1740,2425,-1,1144044120
1740,2457,1,1144044180
1740,2753,1,1145142600
1740,258,1,1145488980
1740,2864,1,1145794680
1740,3129,1,1145640660
1740,2357,1,1145640600
1740,2124,1,1147586280
1740,3457,1,1148839860
1740,3519,1,1149719280
1740,1892,1,1153091940
1740,1960,1,1157846220
1740,3019,1,1158679800
1740,3406,-1,1161218280
1740,3849,1,1160085780
1740,2476,-1,1161217980
1740,3644,1,1161217800
1740,2301,1,1164416280
1740,2818,1,1164305040
1740,4077,1,1164646560
1740,5854,1,1180383660
1740,5401,1,1182357960
1740,4068,1,1184241960
1740,6230,1,1185311460
1740,5586,1,1185611160
1740,6653,1,1193519100
1740,1372,1,1196197800
1740,7080,1,1198934820
1740,6537,1,1198934820
1741,695,1,1130709000
1742,3487,1,1149081060
1743,1742,1,1130543880
1743,1124,1,1130720340
1743,1061,1,1130811000
1743,1173,1,1131595680
1743,1892,1,1132803960
1743,3195,1,1146062460
1744,1742,1,1130875500
1746,1745,1,1130604060
1747,1796,1,1131078000
1747,1060,1,1131172380
1747,1707,1,1131203880
1747,1770,1,1131377880
1747,1035,1,1132996200
1747,1432,1,1133421180
1747,910,1,1133957280
1747,2128,1,1135258200
1747,1201,1,1141169460
1748,1747,1,1130772720
1749,1747,1,1130779680
1750,1747,1,1130910660
1751,1747,1,1131006660
1752,1747,1,1131095940
1753,1747,1,1131102120
1753,2787,1,1149344400
1753,2758,1,1149667860
1754,1747,1,1131271080
1755,1520,1,1130698800
1755,4823,1,1172097240
1756,1520,1,1130732100
1756,2044,1,1161290460
1756,4525,-1,1163961960
1756,4535,1,1164044940
1756,4541,1,1164043740
1756,2301,-1,1164042300
1756,4581,-1,1164561360
1756,4108,1,1166459100
1756,2149,-1,1167201600
1756,4787,1,1168183860
1756,2815,-1,1168383000
1756,3150,1,1168810740
1756,2191,1,1170391620
1756,5050,1,1171060440
1756,5198,-1,1173450900
1756,4606,1,1174663440
1756,4910,-1,1174663740
1756,4350,-1,1175052780
1756,4895,-1,1175260980
1756,4559,1,1175448480
1756,5405,-1,1175648160
1756,5422,-1,1175866080
1756,14,1,1175602320
1756,4676,1,1175695200
1756,5490,-1,1175986440
1756,4857,-1,1176037500
1756,5496,-1,1176483900
1756,4867,-1,1176483780
1756,5537,-1,1176945120
1756,4654,1,1176573480
1756,4628,1,1177330260
1756,2315,-1,1177074600
1756,5573,1,1177330020
1757,1520,1,1130780700
1758,1520,1,1130870160
1759,1760,1,1130923620
1759,696,1,1134231660
1759,1830,1,1134211200
1759,1415,1,1135199460
1759,1814,1,1135199220
1759,1431,1,1135198620
1759,1890,1,1135854780
1759,1184,-1,1136216400
1759,1366,1,1136565780
1759,1562,1,1136565840
1759,1937,1,1137778140
1759,2122,1,1139924880
1759,1106,1,1140873780
1759,2740,1,1148109540
1759,2204,1,1148391840
1759,2917,-1,1148976900
1759,2697,1,1153155000
1759,1892,1,1153154880
1759,3680,1,1157878920
1759,4131,1,1158412320
1761,1760,1,1131453480
1761,373,1,1130868300
1761,1810,1,1131390960
1761,1173,1,1131624960
1761,1816,1,1131648360
1761,1670,1,1131802260
1761,1821,1,1132163880
1761,1823,1,1131747960
1761,1486,1,1131802140
1761,1050,1,1131978840
1761,51,1,1131831060
1761,1358,1,1131911340
1761,379,1,1132060440
1761,1842,1,1132163640
1761,606,1,1132163400
1761,1559,1,1132163220
1761,1095,1,1132230300
1761,1882,1,1132230060
1761,1421,1,1132230360
1761,1887,1,1132230240
1761,827,1,1132245660
1761,1450,1,1132328760
1761,1892,1,1132577160
1761,855,1,1132576980
1761,1895,-1,1132576860
1761,1897,1,1132747740
1761,1936,1,1133208720
1761,1432,1,1133288100
1761,1952,1,1133361900
1761,1616,1,1133440620
1761,1968,1,1133449740
1761,1909,1,1133891100
1761,892,1,1133890980
1761,2015,1,1133890980
1761,762,1,1133890740
1761,1643,1,1133966280
1761,2019,1,1133897640
1761,1824,1,1134136380
1761,1574,1,1133982660
1761,1447,1,1134136320
1761,1476,1,1134136260
1761,1640,1,1134573600
1761,1915,1,1134487800
1761,2046,1,1134397680
1761,696,1,1134397740
1761,1701,1,1134397560
1761,2018,1,1134397500
1761,1260,1,1134397440
1761,1609,1,1134487740
1761,1898,1,1134518940
1761,2058,1,1134516300
1761,862,1,1134735780
1761,2053,1,1134563340
1761,971,1,1134583620
1761,2066,1,1134589380
1761,1237,1,1134680220
1761,533,1,1134680280
1761,2074,1,1134680220
1761,1961,1,1134735840
1761,1415,1,1135016880
1761,1835,1,1135016700
1761,2090,1,1135016400
1761,1814,1,1135016640
1761,1734,1,1135016520
1761,1272,1,1135016580
1761,2087,1,1135093500
1761,1135,1,1135168680
1761,2140,1,1135692480
1761,863,1,1135692540
1761,1803,1,1136469420
1761,1890,1,1135692360
1761,1418,1,1135692360
1761,2176,1,1135800480
1761,2183,1,1135968840
1761,2190,1,1135968600
1761,874,1,1135968540
1761,1676,1,1135968420
1761,1682,1,1135968420
1761,2208,1,1136469540
1761,781,1,1136469360
1761,2226,1,1136469300
1761,2262,1,1136469120
1761,1471,1,1136469000
1761,2381,1,1138050660
1761,1393,1,1138277940
1761,1256,-1,1138371600
1761,2516,1,1138626540
1761,2556,1,1139588640
1761,2525,1,1139588760
1761,369,1,1139588580
1761,694,1,1139588640
1761,2580,1,1139588700
1761,1940,1,1139588520
1761,2583,1,1139588520
1761,1298,1,1139921880
1761,2071,1,1140030780
1761,168,1,1140018840
1761,1106,1,1140899820
1761,2683,1,1140797040
1761,2711,1,1141066980
1761,2764,1,1142363580
1761,2394,1,1142363820
1761,270,1,1142363700
1761,2057,1,1142363520
1761,2204,1,1142363460
1761,2371,1,1142363400
1761,2765,1,1142362020
1761,2819,1,1142363340
1761,1594,1,1142451000
1761,2838,1,1142432940
1761,2582,1,1142432280
1761,2855,1,1131972420
1761,1761,-1,1134583260
1762,1124,1,1131127380
1763,1124,1,1131223860
1763,2010,1,1133814900
1763,862,1,1134834180
1763,1237,1,1134834720
1763,533,1,1134834840
1763,2074,1,1134834540
1763,1961,1,1134834300
1763,2079,-1,1134833940
1763,1734,1,1134952020
1763,1001,1,1137548520
1763,2258,1,1137547800
1763,2361,1,1137549360
1763,1937,1,1137549300
1763,2379,1,1137548400
1763,2381,-1,1137546060
1763,1578,1,1137548100
1763,2384,-1,1137548280
1763,2371,1,1137547680
1763,1699,1,1137976080
1763,2423,-1,1137972600
1763,2434,-1,1137974280
1763,2438,1,1137871680
1763,2440,-1,1137972240
1763,2096,-1,1137971580
1763,1830,1,1137971940
1763,2455,-1,1144370520
1763,1393,1,1138227240
1763,1051,-1,1138503240
1763,2395,-1,1138502640
1763,2510,-1,1138570260
1763,2511,1,1138575720
1763,2587,-1,1139800980
1763,1298,1,1139801400
1763,2122,1,1139801280
1763,1584,1,1139801580
1763,2589,-1,1139884860
1763,2421,-1,1139885160
1763,2625,-1,1140197460
1763,2226,-1,1140198840
1763,2283,-1,1140198120
1763,1984,1,1140197940
1763,2649,-1,1140276360
1763,1881,1,1140367980
1763,2378,1,1140363300
1763,673,-1,1140367680
1763,2209,-1,1140386400
1763,1566,1,1140555840
1763,2662,-1,1140556680
1763,2665,1,1140556800
1763,2169,1,1140556920
1763,2668,-1,1140574140
1763,2670,-1,1140649560
1763,1664,1,1140729060
1763,391,-1,1140725580
1763,2683,-1,1140811380
1763,2420,-1,1140811740
1763,2328,1,1140883320
1763,2691,1,1140882000
1763,2698,1,1140893340
1763,2702,-1,1140981900
1763,2729,-1,1141416300
1763,2123,-1,1141272480
1763,173,-1,1141270680
1763,2567,1,1141329660
1763,2746,1,1141416660
1763,1178,1,1141486680
1763,2487,1,1141486920
1763,2759,1,1141522680
1763,2062,-1,1141590780
1763,2776,-1,1142096940
1763,2781,-1,1142097060
1763,2394,-1,1142097300
1763,270,1,1142097540
1763,2057,1,1142097720
1763,2204,-1,1142097840
1763,2806,-1,1142112060
1763,2819,-1,1142200620
1763,1244,1,1142901540
1763,1594,1,1142453400
1763,1613,1,1142469660
1763,2838,1,1142453160
1763,2863,-1,1142708640
1763,2648,-1,1142708820
1763,2868,-1,1142718540
1763,2477,1,1142812320
1763,2872,-1,1142708880
1763,2490,-1,1142709000
1763,1637,1,1142709120
1763,2878,-1,1143599580
1763,1295,1,1142898120
1763,2815,-1,1142812860
1763,2880,-1,1142818080
1763,1420,1,1142898480
1763,2331,-1,1142825340
1763,698,-1,1142898840
1763,2166,1,1142976000
1763,1649,-1,1143145920
1763,2575,-1,1143238740
1763,2851,-1,1143146940
1763,1684,-1,1143147120
1763,2604,1,1143243840
1763,2918,-1,1143234720
1763,1156,1,1143599220
1763,2032,1,1143599280
1763,1669,1,1143599400
1763,778,-1,1143599460
1763,2958,-1,1143599520
1763,575,1,1143599700
1763,2968,1,1143599880
1763,2970,1,1143773520
1763,2767,1,1143839160
1763,2972,-1,1143773940
1763,1951,1,1143839280
1763,1935,1,1143839220
1763,1275,1,1143839400
1763,2976,1,1144090920
1763,2690,1,1143839460
1763,2038,-1,1143912840
1763,2752,-1,1144090680
1763,1541,-1,1143952260
1763,3007,1,1144783740
1763,2377,1,1144090560
1763,3034,1,1144370460
1763,3037,-1,1144370820
1763,2790,1,1144428480
1763,2219,-1,1144499400
1763,3040,1,1144642380
1763,3046,1,1144676940
1763,2372,1,1144765440
1763,2753,1,1144765620
1763,3055,1,1144765680
1763,1493,1,1145559060
1763,2750,-1,1145311620
1763,3108,1,1145559180
1763,258,-1,1145558940
1763,2864,1,1145735940
1763,3129,-1,1145667660
1763,2357,1,1145667060
1763,3139,-1,1145727000
1763,3160,1,1145738400
1763,2548,-1,1145738460
1763,1822,-1,1145748780
1763,3175,-1,1145795220
1763,2396,1,1146168240
1763,2323,1,1146168360
1763,3195,-1,1146168480
1763,2571,1,1146169500
1763,2191,1,1146179520
1763,187,1,1146169380
1763,1464,1,1146171480
1763,3301,1,1150742400
1763,3059,1,1149785340
1763,2761,1,1150080060
1763,3109,1,1149785820
1763,2787,1,1149785760
1763,3504,-1,1149785700
1763,2810,1,1149785460
1763,2758,1,1149784620
1763,1567,1,1149785280
1763,3172,-1,1149785040
1763,3519,-1,1149784860
1763,3521,1,1149784380
1763,2566,1,1150079880
1763,2732,1,1150080000
1763,428,1,1150080060
1763,2366,1,1150742880
1763,2291,-1,1150742700
1763,3563,-1,1150742520
1763,553,-1,1150742280
1763,3571,-1,1150742160
1763,1791,-1,1150741740
1763,2756,1,1150741440
1763,3464,1,1150741380
1763,2980,1,1150767420
1763,4480,1,1163175120
1763,3146,1,1163174820
1763,4447,-1,1163175060
1763,3488,1,1163174640
1763,2544,1,1163174580
1763,2735,1,1163174580
1763,3719,1,1163173680
1763,4499,1,1163174040
1763,3320,1,1163173800
1763,2158,1,1163258340
1763,3873,1,1163258160
1763,4517,1,1163343180
1763,3002,1,1163362920
1763,4525,-1,1163451240
1763,4528,1,1163451360
1763,4541,1,1164158760
1763,2301,-1,1164159300
1763,4550,-1,1164158940
1763,4552,-1,1164242100
1763,2172,1,1164159660
1763,3465,-1,1164159600
1763,4558,1,1164159780
1763,4569,1,1164159720
1763,3150,1,1168863420
1763,62,-1,1171070940
1763,4707,1,1172355420
1763,1367,-1,1180728240
1763,3475,-1,1181088120
1763,1761,1,1134839280
1763,6342,-1,1187133000
1764,1704,1,1130769600
1764,1014,-1,1133818380
1765,1704,1,1130773500
1765,3480,-1,1160192220
1765,3059,-1,1160191980
1765,14,-1,1176126240
1765,5932,1,1188828360
1766,1704,1,1130794320
1766,1821,1,1132668840
1766,1839,1,1132014540
1766,1976,1,1133710080
1766,1014,1,1133734560
1766,892,1,1133956320
1766,1415,1,1134948600
1766,1814,1,1135025760
1766,1676,1,1136036820
1766,1682,1,1136047800
1766,1578,1,1137425820
1766,2855,1,1132010760
1766,2575,1,1143655380
1766,2425,1,1144077420
1766,1493,1,1145389800
1766,2750,1,1145394480
1766,3108,1,1145389500
1766,3255,1,1147108200
1766,891,1,1147263600
1766,2127,1,1154252760
1766,698,-1,1157150460
1766,4878,1,1168983180
1767,1704,-1,1130827380
1767,1770,1,1131352620
1767,1887,1,1132383900
1767,1014,-1,1133989560
1767,2575,-1,1143230220
1767,3108,1,1145421060
1767,1892,-1,1153140060
1768,1704,1,1130891640
1769,1704,1,1130909040
1770,1704,1,1130939220
1770,606,1,1132117860
1771,1704,1,1130957880
1772,1704,1,1130959740
1773,1704,1,1131020820
1773,1770,1,1131365820
1773,1237,1,1134768240
1773,1415,1,1135156680
1773,1835,1,1135156140
1773,1734,1,1135156620
1773,1803,1,1136399880
1773,1676,1,1135959300
1773,1064,1,1136655540
1773,1249,-1,1138229040
1773,3108,1,1145467740
1773,2575,1,1148222580
1773,2617,1,1158046200
1773,5480,1,1183184640
1773,7063,1,1198224000
1774,1704,-1,1131134640
1774,2908,-1,1154570940
1774,4734,1,1166565840
1774,4801,1,1167885780
1774,4878,-1,1168975020
1774,1419,1,1169234880
1774,3150,1,1168974840
1774,1351,1,1171767000
1774,5295,-1,1173968280
1774,3854,1,1174422600
1774,4672,-1,1180203960
1774,933,-1,1191192120
1774,2810,-1,1193970120
1775,1704,1,1131142080
1776,1704,1,1131152220
1777,1704,-1,1131306120
1778,1704,1,1131336660
1779,1704,1,1131339720
1779,2348,1,1149190560
1779,2908,-1,1154470980
1779,3059,1,1160307660
1779,1419,1,1169211420
1779,4672,-1,1180210680
1779,3475,1,1180803840
1780,1704,-1,1131361440
1781,1704,-1,1131407280
1781,1681,-1,1137024840
1781,1064,-1,1137024900
1781,2123,-1,1141867260
1781,2582,-1,1142906760
1782,1706,1,1130788200
1783,373,1,1130859840
1783,2087,-1,1135093980
1783,2381,1,1138026540
1784,373,1,1131256620
1784,1795,-1,1130931120
1785,373,1,1131389460
1785,1670,1,1132159920
1786,1061,1,1130811120
1786,1054,-1,1154705280
1786,3892,-1,1154705100
1786,3781,-1,1154704560
1787,1061,1,1130975400
1787,2997,-1,1147508220
1787,2492,1,1149159720
1787,3222,-1,1149162660
1787,2648,-1,1149162000
1787,2666,-1,1149161640
1787,2348,-1,1149352020
1787,2838,-1,1150046760
1787,3519,-1,1150047540
1787,3521,1,1150045560
1787,3452,1,1151152800
1787,2018,1,1151747100
1787,3640,-1,1151757180
1787,3242,1,1152986280
1787,2127,1,1154376660
1788,1061,1,1131411180
1788,1839,1,1132413900
1788,1895,-1,1132695720
1788,1933,-1,1133181960
1788,1968,1,1133449620
1788,1485,1,1135494480
1788,2178,-1,1135804260
1788,2171,-1,1136217960
1788,2226,-1,1136947320
1788,1471,1,1136946900
1788,1064,1,1137166020
1788,1795,1,1138878480
1788,2381,1,1138056660
1788,1759,-1,1140980100
1791,1790,1,1131030780
1791,3571,1,1151013780
1791,2756,1,1150710000
1792,1790,1,1131410580
1792,2002,-1,1134058500
1792,1944,1,1134507660
1792,2224,1,1136744700
1792,1937,1,1137548220
1792,2381,1,1137548520
1792,2099,1,1146678180
1792,3108,1,1145302080
1792,2571,1,1146491700
1792,3230,-1,1147270620
1792,2427,1,1146959580
1792,3295,1,1147973940
1792,2124,1,1147631460
1792,3059,1,1149637860
1792,2842,1,1148434260
1792,2742,1,1148554440
1792,2063,1,1148574600
1792,2270,1,1148410440
1792,2430,1,1148411520
1792,3426,-1,1148411280
1792,3169,1,1149007140
1792,2459,1,1149007320
1792,2348,1,1149167040
1792,3287,1,1153850820
1792,4801,1,1176817980
1792,5666,1,1178730000
1792,5688,1,1178814900
1792,4456,1,1178730120
1792,5799,1,1180381860
1794,2139,-1,1139180580
1797,1796,1,1131126240
1798,1796,1,1131196080
1799,1796,1,1131206940
1800,1796,1,1131207420
1800,2575,1,1148032620
1800,2149,-1,1167475200
1800,4854,-1,1169321880
1800,3825,-1,1170028560
1801,1796,1,1131542160
1801,1802,1,1131542040
1801,1060,1,1131541920
1801,1805,1,1131541800
1801,1707,1,1131541560
1801,1810,-1,1131541440
1801,1770,1,1131541140
1801,1173,1,1131814860
1801,1816,1,1131815040
1801,1670,1,1131815220
1801,1823,1,1131815160
1801,1486,1,1131815400
1801,1050,1,1132023780
1801,51,1,1131976080
1801,1358,1,1131980160
1801,1559,1,1132711860
1801,1095,1,1132711920
1801,1421,1,1132711860
1801,1908,1,1133057220
1801,1923,1,1133537700
1801,1290,1,1133055420
1801,910,1,1133621880
1801,258,-1,1133537460
1801,1956,1,1133537340
1801,1616,-1,1133537100
1801,1968,1,1133536980
1801,1793,-1,1133553540
1801,1976,1,1133536620
1801,1643,1,1134084600
1801,2019,1,1134084420
1801,2855,1,1131975840
1802,1450,1,1132567740
1802,855,1,1132615440
1802,1903,1,1132907400
1802,1804,1,1133237700
1802,1174,1,1133404500
1802,1260,1,1134358620
1802,1814,1,1134968580
1802,1584,1,1139804580
1802,2691,1,1140855480
1802,270,1,1141809180
1802,2270,1,1148372160
1802,2459,1,1149049020
1802,1567,1,1149659520
1802,2291,1,1150355340
1802,3661,1,1153038840
1802,2533,1,1172536020
1802,6861,1,1195717440
1802,7013,-1,1197239280
1803,1802,1,1131134940
1803,2546,1,1139075760
1803,694,1,1139753280
1803,2169,1,1140645360
1803,2702,1,1141422360
1803,2270,1,1148296260
1803,4177,-1,1159079880
1803,4217,1,1159808400
1803,2521,1,1169649900
1803,2522,1,1174156500
1803,5789,-1,1179403260
1803,5909,-1,1180802640
1803,2295,1,1185898560
1804,1802,1,1131414240
1804,1173,1,1131695640
1804,855,1,1132648080
1804,1903,1,1133217000
1804,1432,1,1133321460
1804,910,1,1133402640
1804,1952,1,1133391000
1804,1174,1,1133401260
1804,1260,1,1134683220
1806,1805,1,1131176040
1806,1707,1,1131255780
1806,606,1,1132215300
1806,1174,1,1133831100
1806,1793,1,1133745480
1806,795,1,1133667240
1806,1988,1,1133669280
1806,2455,1,1144404540
1806,1584,1,1139818200
1806,1594,1,1142585280
1806,1613,1,1142585160
1806,2838,1,1142490960
1806,2863,1,1143017280
1806,1295,1,1143361680
1806,2166,1,1142929320
1806,1156,1,1143361260
1806,2059,1,1147245960
1806,3252,1,1147247580
1806,2375,1,1147245720
1806,3255,1,1147246380
1806,2017,1,1147245540
1806,891,1,1147247520
1806,3295,1,1147567920
1806,3205,1,1147499220
1806,3320,1,1147563180
1806,2471,1,1147671000
1806,2270,1,1148377980
1806,2980,1,1151048460
1806,2507,1,1151360880
1806,2373,1,1151360760
1806,1828,1,1154766840
1807,1805,1,1131727980
1807,606,-1,1132303560
1811,1810,1,1131418620
1811,1890,1,1135741800
1811,1106,1,1141271880
1811,2691,1,1141272060
1811,1759,1,1141272180
1811,2702,1,1141186440
1811,2707,1,1141185000
1811,2343,1,1141184520
1811,1460,1,1141353840
1811,1201,1,1141184460
1811,2123,1,1141428120
1811,2567,1,1141366080
1811,2731,1,1141365120
1811,2746,1,1141357020
1811,2425,1,1141428000
1811,2706,1,1141687920
1811,1178,1,1141687800
1811,2759,1,1141687680
1811,2062,1,1141687500
1811,1244,1,1142895240
1811,1594,1,1142895780
1811,1613,1,1142895780
1811,2582,1,1142895900
1811,2863,1,1142895780
1811,2477,1,1142895480
1811,2872,1,1142895600
1811,1637,1,1142895600
1811,1295,1,1142895180
1811,1420,1,1142895120
1811,2331,1,1142895420
1811,2166,1,1143157860
1811,1649,1,1143157800
1811,2575,1,1143157620
1811,1156,1,1143493200
1811,2032,1,1143842100
1811,2381,1,1144204680
1811,3007,1,1144902000
1811,2377,1,1144204680
1811,2457,1,1144204620
1811,3034,1,1144204500
1811,2790,1,1144438260
1811,3040,1,1144716300
1811,3046,1,1144716300
1811,2372,1,1144716240
1811,3073,1,1145406120
1811,2099,1,1146479580
1811,1493,1,1145406000
1811,3108,1,1145405940
1811,2864,1,1145832360
1811,2163,1,1145684580
1811,2357,1,1145684520
1811,3160,1,1145763780
1811,3176,1,1145832300
1811,2396,1,1145915220
1811,2323,1,1146008940
1811,3195,1,1146078060
1811,2571,1,1146189180
1811,2191,1,1146189300
1811,3203,1,1148398260
1811,187,1,1146189240
1811,1464,1,1146189120
1811,2090,1,1146271260
1811,1853,1,1146271260
1811,2465,1,1146479520
1811,383,1,1146619860
1811,2738,1,1146619800
1811,2467,1,1146741600
1811,2059,1,1147520580
1811,3252,1,1147520640
1811,2375,1,1147520580
1811,3255,1,1147520520
1811,2017,1,1147520460
1811,2893,1,1147520400
1811,1062,1,1147520340
1811,891,1,1147520400
1811,2444,1,1147520340
1811,2871,1,1147520280
1811,3301,1,1150463160
1811,2124,1,1148178540
1811,2471,1,1148178480
1811,3059,1,1149834840
1811,2294,1,1148178420
1811,2506,1,1148178420
1811,3347,1,1149396600
1811,2842,1,1148178300
1811,2740,1,1148178240
1811,1184,1,1148178240
1811,2063,1,1148398260
1811,2270,1,1148398200
1811,2430,1,1148398080
1811,3169,1,1149019500
1811,2492,1,1149019440
1811,2761,1,1150222440
1811,3457,1,1149019440
1811,2459,1,1149019380
1811,1933,1,1149019380
1811,3487,1,1149396600
1811,3109,1,1149396600
1811,2787,1,1149396540
1811,2810,1,1149834900
1811,2838,1,1149834780
1811,2758,1,1149834720
1811,1567,1,1149834780
1811,3521,1,1149834660
1811,3531,1,1150222440
1811,2566,1,1150222500
1811,2732,1,1150222440
1811,428,1,1150222380
1811,2366,1,1150222380
1811,2291,1,1150463220
1811,2756,1,1150956000
1811,2397,1,1151498100
1811,2980,1,1150955940
1811,3591,1,1151498100
1811,2897,1,1151498100
1811,3452,1,1151498040
1811,2315,1,1151497920
1811,2507,1,1151497860
1811,2373,1,1151497860
1811,2428,1,1151497860
1811,2018,1,1151497800
1811,3488,1,1152173580
1811,3645,1,1152173580
1811,2177,1,1152173520
1811,2289,1,1152173580
1811,3242,1,1152608580
1811,3685,1,1152173460
1811,3691,1,1152173340
1811,756,1,1152608640
1811,3703,1,1152608700
1811,3651,1,1152608640
1811,2427,1,1152608580
1811,3751,1,1152884040
1811,3661,1,1152884040
1811,1130,1,1153269960
1811,3763,1,1152884040
1811,2697,1,1153269960
1811,3787,1,1153269720
1811,3124,1,1166645820
1811,3997,1,1166646000
1811,2657,1,1166646000
1811,4722,1,1166645760
1811,4725,1,1166645940
1811,4734,1,1166645880
1811,4808,1,1168382820
1811,1141,1,1168382820
1811,2760,1,1168382760
1811,4822,1,1168382760
1811,4226,1,1168382640
1811,4832,1,1168382580
1811,2815,1,1168382580
1811,1655,1,1168636980
1811,4587,1,1168636980
1811,553,1,1168749240
1811,4403,1,1168749240
1811,4118,1,1168924020
1811,3150,1,1168923960
1811,1057,1,1174144560
1811,3649,1,1174521060
1811,4981,1,1178382960
1811,4602,1,1178383140
1811,4819,1,1178383140
1811,5628,1,1178383080
1811,5630,1,1178383020
1811,5292,1,1178383080
1811,5641,1,1178383020
1811,4945,1,1179718800
1811,5735,1,1179718860
1811,2087,1,1179718920
1811,5763,1,1179718860
1811,1675,1,1179718860
1811,3486,1,1179718860
1811,5766,1,1179718800
1811,5767,1,1179718800
1811,4123,1,1179718740
1811,5772,1,1179718740
1811,5153,1,1179718680
1811,4616,1,1179718680
1811,2398,1,1179718740
1811,5685,1,1179718620
1811,4216,1,1181527140
1812,1173,1,1131614820
1813,1173,1,1131754320
1813,1174,1,1133702460
1813,1814,1,1135036200
1813,2226,1,1140167820
1813,2691,1,1140873540
1813,891,1,1147290420
1814,1173,1,1131806040
1814,1358,1,1131987120
1814,1839,1,1132578840
1814,1568,1,1133221920
1814,910,1,1133613960
1814,1629,1,1133614560
1814,1014,1,1133844360
1814,1260,1,1134359160
1814,2053,1,1134828540
1814,1237,1,1134828300
1814,1961,1,1134828120
1814,1835,1,1134904080
1814,1734,1,1134963420
1814,1135,1,1135423200
1814,1431,1,1135214400
1814,2125,1,1135426380
1814,2133,1,1135422480
1814,2138,1,1135422000
1814,944,1,1135422000
1814,1485,1,1135421760
1814,2155,-1,1135419900
1814,948,1,1135432860
1814,1890,1,1136242920
1814,2176,1,1136095440
1814,1682,1,1136095920
1814,781,1,1136366520
1814,1471,1,1136509500
1814,2048,1,1136634180
1814,2132,1,1136634120
1814,930,1,1136634120
1814,2371,1,1137915360
1814,1901,1,1138013640
1814,2451,1,1138061220
1814,2066,1,1138574520
1815,1173,1,1132079700
1816,698,1,1157013840
1816,14,1,1176079680
1817,1670,1,1131770100
1817,1486,1,1131770460
1817,1358,1,1131938220
1818,1670,1,1131931620
1818,1486,1,1131932160
1818,1358,1,1131939900
1818,1450,1,1132596180
1818,1897,1,1132892580
1818,910,1,1133467800
1818,1629,1,1134021480
1818,1944,1,1134444420
1818,2046,1,1134443820
1818,1961,1,1134823680
1818,1734,1,1135185780
1818,2125,1,1135353300
1818,2138,1,1135353420
1818,863,1,1135966440
1818,1803,1,1136497560
1818,2190,1,1135966800
1818,1676,1,1135966560
1818,1366,1,1136263320
1818,1562,1,1136263200
1818,2048,1,1136764800
1818,1681,1,1136764920
1818,2287,1,1137091920
1818,1795,1,1139334000
1818,2361,1,1137092520
1818,2381,1,1137523140
1818,2451,1,1138547640
1818,2546,1,1138823340
1818,2574,-1,1139334960
1818,1984,1,1140323520
1818,2665,1,1140549360
1818,2169,1,1140609420
1818,2328,1,1141132260
1818,2343,1,1141131300
1818,2724,-1,1141180860
1818,2759,1,1141667100
1818,2838,1,1142449560
1818,2163,1,1145959980
1818,2396,1,1146227760
1818,3059,1,1149706920
1818,2740,1,1148648880
1818,1634,-1,1148648220
1818,2348,1,1149704820
1818,3330,1,1155294600
1818,3238,-1,1148648640
1818,3033,1,1159354980
1818,4172,1,1160044920
1818,3904,1,1161285000
1819,1670,1,1132028460
1819,2581,1,1146692700
1820,1670,1,1132120800
1820,1839,1,1132100760
1820,1890,1,1132100760
1820,2293,1,1136681700
1820,168,-1,1140149940
1820,1106,-1,1140824040
1820,1156,1,1143378240
1820,5539,1,1183277340
1820,4616,1,1180080600
1820,3548,-1,1179624960
1820,4489,1,1180740780
1820,5588,1,1181976060
1820,3445,1,1182232980
1820,5996,1,1182277320
1820,6060,1,1183277220
1820,3153,1,1183577580
1820,4068,1,1184216400
1820,5586,1,1185702180
1820,4687,1,1185910380
1820,5512,1,1186044300
1820,6244,1,1186171560
1820,6537,1,1190428200
1820,4463,1,1192434360
1820,6617,-1,1192248060
1820,5867,1,1192433940
1820,6756,1,1194128100
1820,5161,1,1194133140
